EIN2,CENSUS_CSA_FIPS,CENSUS_CBSA_FIPS,CENSUS_CBSA_NAME,CENSUS_CBSA_LEGAL_NAME,CENSUS_CBSA_LEGAL_CODE,geometry,CENSUS_BLOCK_CODE,CENSUS_BLOCK_FIPS,CENSUS_BLOCK_NAME,CENSUS_URBAN_AREA,CENSUS_URBAN_AREA_CODE,CENSUS_URBAN_AREA_TYPE,CENSUS_FUNCTIONAL_STATUS,CENSUS_BLOCK_HOUSING_UNIT_COUNT,CENSUS_BLOCK_POPULATION_COUNT,CENSUS_STATE_FIPS,CENSUS_COUNTY_FIPS,CENSUS_TRACT_CODE,CENSUS_TRACT_FIPS,CENSUS_TRACT_NAME,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,CENSUS_STATE_NAME,ORG_FISCAL_YEAR,ORG_ADDR_FULL,ORG_ADDR_MATCH,LONGITUDE,LATITUDE,ADDR_TYPE,GEOCODER_SCORE,GEOCODER_MATCH,METADATA_VERSION,METADATA_RELEASE_DATE
EIN-00-2131483,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.6527415|41.61465,3033.0,170318271003033.0,Block 3033,U,16264.0,U,S,5.0,11.0,17.0,31.0,827100.0,17031827100.0,Census Tract 8271,IL,Cook County,Illinois,1989,"HARVEY,IL,60426-3193","60426-3193, HARVEY, ILLINOIS",-87.6527415,41.61465,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2131636,209.0,19340.0,"Davenport-Moline-Rock Island, IA-IL","Davenport-Moline-Rock Island, IA-IL Metro Area",M1,-89.9274015|41.244849,1004.0,170730309001004.0,Block 1004,U,44722.0,U,S,1.0,16.0,17.0,73.0,30900.0,17073030900.0,Census Tract 309,IL,Henry County,Illinois,1989,"KEWANEE,IL,61443-0353","61443-0353, KEWANEE, ILLINOIS",-89.9274015,41.244849,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2143495,,29620.0,"Lansing-East Lansing, MI","Lansing-East Lansing, MI Metro Area",M1,-84.555405|42.7325900000001,1014.0,260650067001014.0,Block 1014,U,47719.0,U,S,0.0,0.0,26.0,65.0,6700.0,26065006700.0,Census Tract 67,MI,Ingham County,Michigan,1989,"LANSING,MI,48933-0000","48933, LANSING, MICHIGAN",-84.555405,42.7325900000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2140158,,37900.0,"Peoria, IL","Peoria, IL Metro Area",M1,-89.596251|40.702419,3024.0,171430016003024.0,Block 3024,U,68509.0,U,S,12.0,23.0,17.0,143.0,1600.0,17143001600.0,Census Tract 16,IL,Peoria County,Illinois,1989,"PEORIA,IL,61606-1536","61606-1536, PEORIA, ILLINOIS",-89.596251,40.702419,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2140743,,,,,,-90.817011|39.607929,3020.0,171499527003020.0,Block 3020,R,,,S,14.0,27.0,17.0,149.0,952700.0,17149952700.0,Census Tract 9527,IL,Pike County,Illinois,1989,"PITTSFIELD,IL,62363-1309","62363-1309, PITTSFIELD, ILLINOIS",-90.817011,39.607929,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2142613,,,,,,-85.2890715|42.639066,3032.0,260150113013032.0,Block 3032,U,37513.0,U,S,22.0,56.0,26.0,15.0,11301.0,26015011301.0,Census Tract 113.01,MI,Barry County,Michigan,1989,"HASTINGS,MI,49058-2522","49058-2522, HASTINGS, MICHIGAN",-85.2890715,42.639066,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2142652,220.0,19820.0,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-83.06058|42.325025,1015.0,261639853001015.0,Block 1015,U,23824.0,U,S,0.0,0.0,26.0,163.0,520800.0,26163520800.0,Census Tract 5208,MI,Wayne County,Michigan,1989,"DETROIT,MI,48231-0000","48231, DETROIT, MICHIGAN",-83.06058,42.325025,Postal,100.0,M,0.0,2024-06-24
EIN-00-2142680,220.0,19820.0,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-83.06058|42.325025,1015.0,261639853001015.0,Block 1015,U,23824.0,U,S,0.0,0.0,26.0,163.0,520800.0,26163520800.0,Census Tract 5208,MI,Wayne County,Michigan,1989,"DETROIT,MI,48232-0000","48232, DETROIT, MICHIGAN",-83.06058,42.325025,Postal,100.0,M,0.0,2024-06-24
EIN-00-2142829,220.0,11460.0,"Ann Arbor, MI","Ann Arbor, MI Metro Area",M1,-83.7345099999999|42.271105,1001.0,261614003001001.0,Block 1001,U,2602.0,U,S,65.0,222.0,26.0,161.0,400300.0,26161400300.0,Census Tract 4003,MI,Washtenaw County,Michigan,2003,"ANN ARBOR,MI,48104","48104, ANN ARBOR, MICHIGAN",-83.7345099999999,42.271105,Postal,100.0,M,0.0,2024-06-24
EIN-00-2142843,220.0,19820.0,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-83.1858599999999|42.497235,1020.0,261251702001020.0,Block 1020,U,23824.0,U,S,34.0,90.0,26.0,125.0,170200.0,26125170200.0,Census Tract 1702,MI,Oakland County,Michigan,1989,"BERKLEY,MI,48072-0000","48072, BERKLEY, MICHIGAN",-83.1858599999999,42.497235,Postal,100.0,M,0.0,2024-06-24
EIN-00-2142987,220.0,11460.0,"Ann Arbor, MI","Ann Arbor, MI Metro Area",M1,-83.746485|42.2794700000001,1023.0,261614001001023.0,Block 1023,U,2602.0,U,S,0.0,0.0,26.0,161.0,400100.0,26161400100.0,Census Tract 4001,MI,Washtenaw County,Michigan,1989,"ANN ARBOR,MI,48107-0000","48107, ANN ARBOR, MICHIGAN",-83.746485,42.2794700000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2143022,515.0,35660.0,"Niles, MI","Niles, MI Metro Area",M1,-86.514102|42.044337,2010.0,260210014002010.0,Block 2010,U,7138.0,U,S,1.0,6.0,26.0,21.0,1400.0,26021001400.0,Census Tract 14,MI,Berrien County,Michigan,1989,"ST JOSEPH,MI,49085-9209","49085-9209, SAINT JOSEPH, MICHIGAN",-86.514102,42.044337,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2143057,310.0,12980.0,"Battle Creek, MI","Battle Creek, MI Metro Area",M1,-85.220838|42.304644,5001.0,260250014005001.0,Block 5001,U,5707.0,U,S,96.0,193.0,26.0,25.0,1400.0,26025001400.0,Census Tract 14,MI,Calhoun County,Michigan,1989,"BATTLE CREEK,MI,49015-1721","49015-1721, BATTLE CREEK, MICHIGAN",-85.220838,42.304644,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2143369,220.0,19820.0,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-83.176315|42.4177500000001,1016.0,261635395001016.0,Block 1016,U,23824.0,U,S,25.0,42.0,26.0,163.0,539500.0,26163539500.0,Census Tract 5395,MI,Wayne County,Michigan,1989,"DETROIT,MI,48235-0000","48235, DETROIT, MICHIGAN",-83.176315,42.4177500000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2143493,220.0,10300.0,"Adrian, MI","Adrian, MI Micro Area",M2,-84.349278|41.988168,3014.0,260910604013014.0,Block 3014,R,,,S,19.0,50.0,26.0,91.0,60401.0,26091060401.0,Census Tract 604.01,MI,Lenawee County,Michigan,1989,"ADDISON,MI,49220-9701","49220-9701, ADDISON, MICHIGAN",-84.349278,41.988168,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2143690,,29620.0,"Lansing-East Lansing, MI","Lansing-East Lansing, MI Metro Area",M1,-84.493638|42.716133,1074.0,260659800001074.0,Block 1074,U,47719.0,U,S,0.0,0.0,26.0,65.0,980000.0,26065980000.0,Census Tract 9800,MI,Ingham County,Michigan,1989,"EAST LANSING,MI,48823-5239","48823-5239, EAST LANSING, MICHIGAN",-84.493638,42.716133,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2139875,145.0,14010.0,"Bloomington, IL","Bloomington, IL Metro Area",M1,-88.983108|40.480578,2003.0,171130017002003.0,Block 2003,U,8407.0,U,S,51.0,92.0,17.0,113.0,1700.0,17113001700.0,Census Tract 17,IL,McLean County,Illinois,1989,"BLOOMINGTON,IL,61701-4374","61701-4374, BLOOMINGTON, ILLINOIS",-88.983108,40.480578,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2143772,220.0,19820.0,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-83.24388|42.305688,1033.0,261635749001033.0,Block 1033,U,23824.0,U,S,0.0,0.0,26.0,163.0,574900.0,26163574900.0,Census Tract 5749,MI,Wayne County,Michigan,1989,"DEARBORN,MI,48124-2312","48124-2312, DEARBORN, MICHIGAN",-83.24388,42.305688,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2143995,220.0,22420.0,"Flint, MI","Flint, MI Metro Area",M1,-83.665179|43.033707,2036.0,260490023002036.0,Block 2036,U,29872.0,U,S,0.0,0.0,26.0,49.0,2300.0,26049002300.0,Census Tract 23,MI,Genesee County,Michigan,1989,"FLINT,MI,48506-4414","48506-4414, FLINT, MICHIGAN",-83.665179,43.033707,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2144078,266.0,34740.0,"Muskegon, MI","Muskegon, MI Metro Area",M1,-86.184891|43.236891,1023.0,261210019021023.0,Block 1023,U,60841.0,U,S,10.0,27.0,26.0,121.0,1902.0,26121001902.0,Census Tract 19.02,MI,Muskegon County,Michigan,1989,"MUSKEGON,MI,49442-3833","49442-3833, MUSKEGON, MICHIGAN",-86.184891,43.236891,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2144879,220.0,19820.0,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-82.996362|42.363423,1009.0,261635154001009.0,Block 1009,U,23824.0,U,S,14.0,42.0,26.0,163.0,515400.0,26163515400.0,Census Tract 5154,MI,Wayne County,Michigan,1989,"DETROIT,MI,48214-1801","48214-1801, DETROIT, MICHIGAN",-82.996362,42.363423,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2144960,,29620.0,"Lansing-East Lansing, MI","Lansing-East Lansing, MI Metro Area",M1,-84.5522275374231|42.7341095517629,1008.0,260650067001008.0,Block 1008,U,47719.0,U,S,1.0,15.0,26.0,65.0,6700.0,26065006700.0,Census Tract 67,MI,Ingham County,Michigan,2010,"120 N WASHINGTON SQUARE,LANSING,MI,48933","120 N WASHINGTON SQ, LANSING, MICHIGAN, 48933",-84.5522275374231,42.7341095517629,PointAddress,100.0,M,0.0,2024-06-24
EIN-00-2145330,220.0,19820.0,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-83.123478|42.398667,2019.0,261635317002019.0,Block 2019,U,23824.0,U,S,16.0,39.0,26.0,163.0,531700.0,26163531700.0,Census Tract 5317,MI,Wayne County,Michigan,1989,"DETROIT,MI,48238-2858","48238-2858, DETROIT, MICHIGAN",-83.123478,42.398667,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2145642,,29620.0,"Lansing-East Lansing, MI","Lansing-East Lansing, MI Metro Area",M1,-84.48291|42.736941,2001.0,260650041002001.0,Block 2001,U,47719.0,U,S,1.0,11.0,26.0,65.0,4100.0,26065004100.0,Census Tract 41,MI,Ingham County,Michigan,1989,"EAST LANSING,MI,48823-3341","48823-3341, EAST LANSING, MICHIGAN",-84.48291,42.736941,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2145711,266.0,13660.0,"Big Rapids, MI","Big Rapids, MI Micro Area",M2,-85.5449955|43.7575145212647,4037.0,261079604004037.0,Block 4037,R,,,S,14.0,23.0,26.0,107.0,960400.0,26107960400.0,Census Tract 9604,MI,Mecosta County,Michigan,2010,"23070 20 MILE RD,PARIS,MI,49338","23070 20 MILE RD, PARIS, MICHIGAN, 49338",-85.5449955,43.7575145212647,PointAddress,100.0,M,0.0,2024-06-24
EIN-00-2145799,,,,,,-84.953592|45.374859,2005.0,260479707002005.0,Block 2005,U,69022.0,U,S,3.0,3.0,26.0,47.0,970700.0,26047970700.0,Census Tract 9707,MI,Emmet County,Michigan,1989,"PETOSKEY,MI,49770-2488","49770-2488, PETOSKEY, MICHIGAN",-84.953592,45.374859,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2146175,,45900.0,"Traverse City, MI","Traverse City, MI Micro Area",M2,-85.6503767999999|44.9776571000001,1027.0,260899702021027.0,Block 1027,R,,,S,14.0,15.0,26.0,89.0,970202.0,26089970202.0,Census Tract 9702.02,MI,Leelanau County,Michigan,1989,"SUTTONS BAY,MI,49682-9801","49682, SUTTONS BAY, MICHIGAN",-85.6503767999999,44.9776571000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2146527,220.0,19820.0,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-83.0610315|42.330312,1058.0,261635208001058.0,Block 1058,U,23824.0,U,S,5.0,2.0,26.0,163.0,520800.0,26163520800.0,Census Tract 5208,MI,Wayne County,Michigan,1989,"DETROIT,MI,48226-2418","48226-2418, DETROIT, MICHIGAN",-83.0610315,42.330312,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2146559,220.0,19820.0,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-82.8791899999999|42.600355,2021.0,260992451002021.0,Block 2021,U,23824.0,U,S,1.0,8.0,26.0,99.0,245100.0,26099245100.0,Census Tract 2451,MI,Macomb County,Michigan,1989,"MT CLEMENS,MI,48043-2478","48043, MOUNT CLEMENS, MICHIGAN",-82.8791899999999,42.600355,Postal,100.0,M,0.0,2024-06-24
EIN-00-2139996,,,,,,-88.62587|39.2637300000001,3019.0,171739595003019.0,Block 3019,R,,,S,9.0,23.0,17.0,173.0,959500.0,17173959500.0,Census Tract 9595,IL,Shelby County,Illinois,2009,",STEWARDSON,IL,62463","62463, STEWARDSON, ILLINOIS",-88.62587,39.2637300000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2139854,522.0,44100.0,"Springfield, IL","Springfield, IL Metro Area",M1,-89.6534567794452|39.795922561198,2000.0,171670019002000.0,Block 2000,U,83899.0,U,S,0.0,0.0,17.0,167.0,1900.0,17167001900.0,Census Tract 19,IL,Sangamon County,Illinois,2010,"600 S SECOND STREET,SPRINGFIELD,IL,62704","600 S 2ND ST, SPRINGFIELD, ILLINOIS, 62704",-89.6534567794452,39.795922561198,PointAddress,100.0,M,0.0,2024-06-24
EIN-00-2132908,408.0,35620.0,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.96751|40.759375,2000.0,360610108032000.0,Block 2000,U,63217.0,U,S,762.0,1094.0,36.0,61.0,10803.0,36061010803.0,Census Tract 108.03,NY,New York County,New York,1989,"NY,NY,10022-5760","10022, NEW YORK, NEW YORK",-73.96751,40.759375,Postal,100.0,M,0.0,2024-06-24
EIN-00-2134996,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.631165|41.88325,1041.0,170318391001041.0,Block 1041,U,16264.0,U,S,1.0,7.0,17.0,31.0,839100.0,17031839100.0,Census Tract 8391,IL,Cook County,Illinois,1989,"CHICAGO,IL,60602-0000","60602, CHICAGO, ILLINOIS",-87.631165,41.88325,Postal,100.0,M,0.0,2024-06-24
EIN-00-2133362,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.81174|41.99929,3026.0,170310902003026.0,Block 3026,U,16264.0,U,S,0.0,0.0,17.0,31.0,90200.0,17031090200.0,Census Tract 902,IL,Cook County,Illinois,1989,"CHICAGO,IL,60631-0000","60631, CHICAGO, ILLINOIS",-87.81174,41.99929,Postal,100.0,M,0.0,2024-06-24
EIN-00-2133401,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.736932|42.109047,2001.0,170318003002001.0,Block 2001,U,16264.0,U,S,144.0,257.0,17.0,31.0,800300.0,17031800300.0,Census Tract 8003,IL,Cook County,Illinois,1989,"WINNETKA,IL,60093-1961","60093-1961, WINNETKA, ILLINOIS",-87.736932,42.109047,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2133402,408.0,35620.0,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.96101|40.780602,2001.0,360610150012001.0,Block 2001,U,63217.0,U,S,248.0,426.0,36.0,61.0,15001.0,36061015001.0,Census Tract 150.01,NY,New York County,New York,1989,"NEW YORK,NY,10028-0135","10028-0135, NEW YORK, NEW YORK",-73.96101,40.780602,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2133450,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.6324776784868|41.8841159511512,1040.0,170318391001040.0,Block 1040,U,16264.0,U,S,0.0,0.0,17.0,31.0,839100.0,17031839100.0,Census Tract 8391,IL,Cook County,Illinois,2010,"134 N LA SALLE ST STE 400,CHICAGO,IL,60602","134 N LA SALLE ST, STE 400, CHICAGO, ILLINOIS, 60602",-87.6324776784868,41.8841159511512,Subaddress,100.0,M,0.0,2024-06-24
EIN-00-2133571,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.62312|41.8808550000001,2004.0,170313201022004.0,Block 2004,U,16264.0,U,S,0.0,2.0,17.0,31.0,320400.0,17031320400.0,Census Tract 3204,IL,Cook County,Illinois,1989,"CHICAGO,IL,60603-0000","60603, CHICAGO, ILLINOIS",-87.62312,41.8808550000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2133694,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.63101|41.87816,1097.0,170318391001097.0,Block 1097,U,16264.0,U,S,0.0,0.0,17.0,31.0,839100.0,17031839100.0,Census Tract 8391,IL,Cook County,Illinois,1989,"CHICAGO,IL,60604-1003","60604, CHICAGO, ILLINOIS",-87.63101,41.87816,Postal,100.0,M,0.0,2024-06-24
EIN-00-2133700,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.7488705|41.989446,4021.0,170311202004021.0,Block 4021,U,16264.0,U,S,1.0,7.0,17.0,31.0,120200.0,17031120200.0,Census Tract 1202,IL,Cook County,Illinois,1989,"CHICAGO,IL,60646-5713","60646-5713, CHICAGO, ILLINOIS",-87.7488705,41.989446,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2133829,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.62312|41.8808550000001,2004.0,170313201022004.0,Block 2004,U,16264.0,U,S,0.0,2.0,17.0,31.0,320400.0,17031320400.0,Census Tract 3204,IL,Cook County,Illinois,1989,"CHICAGO,IL,60603-0000","60603, CHICAGO, ILLINOIS",-87.62312,41.8808550000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2134309,348.0,31080.0,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area",M1,-118.51857|34.1660000000001,1000.0,60371395041000.0,Block 1000,U,51445.0,U,S,275.0,587.0,6.0,37.0,139504.0,6037139504.0,Census Tract 1395.04,CA,Los Angeles County,California,1989,"ENCINO,CA,91316-0000","91316, ENCINO, CALIFORNIA",-118.51857,34.1660000000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2134472,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.801655|42.18636,2002.0,170978654002002.0,Block 2002,U,16264.0,U,S,49.0,59.0,17.0,97.0,865400.0,17097865400.0,Census Tract 8654,IL,Lake County,Illinois,1989,"HIGHLAND PARK,IL,60035-2699","60035, HIGHLAND PARK, ILLINOIS",-87.801655,42.18636,Postal,100.0,M,0.0,2024-06-24
EIN-00-2134625,429.0,38060.0,"Phoenix-Mesa-Chandler, AZ","Phoenix-Mesa-Chandler, AZ Metro Area",M1,-111.92619|33.4961000000001,1013.0,40132172011013.0,Block 1013,U,69184.0,U,S,1.0,9.0,4.0,13.0,217201.0,4013217201.0,Census Tract 2172.01,AZ,Maricopa County,Arizona,1989,"SCOTTSDALE,AZ,85251-5694","85251, SCOTTSDALE, ARIZONA",-111.92619,33.4961000000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2134903,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.83673|42.3637600000001,2002.0,170978624012002.0,Block 2002,U,16264.0,U,S,475.0,691.0,17.0,97.0,862401.0,17097862401.0,Census Tract 8624.01,IL,Lake County,Illinois,1989,"WAUKEGAN,IL,60085-4994","60085, WAUKEGAN, ILLINOIS",-87.83673,42.3637600000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2135421,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.632388|41.878449,1096.0,170318391001096.0,Block 1096,U,16264.0,U,S,0.0,0.0,17.0,31.0,839100.0,17031839100.0,Census Tract 8391,IL,Cook County,Illinois,1989,"CHICAGO,IL,60604-1407","60604-1407, CHICAGO, ILLINOIS",-87.632388,41.878449,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2139761,,16580.0,"Champaign-Urbana, IL","Champaign-Urbana, IL Metro Area",M1,-88.2544905|39.984066,3023.0,170190109013023.0,Block 3023,R,,,S,12.0,16.0,17.0,19.0,10901.0,17019010901.0,Census Tract 109.01,IL,Champaign County,Illinois,1989,"TOLONO,IL,61880-0485","61880-0485, TOLONO, ILLINOIS",-88.2544905,39.984066,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2135576,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-88.2262949999999|41.8798650000001,2043.0,170438415012043.0,Block 2043,U,16264.0,U,S,1.0,3.0,17.0,43.0,841501.0,17043841501.0,Census Tract 8415.01,IL,DuPage County,Illinois,2002,"WEST CHICAGO,IL,60186","60186, WEST CHICAGO, ILLINOIS",-88.2262949999999,41.8798650000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2138060,522.0,44100.0,"Springfield, IL","Springfield, IL Metro Area",M1,-89.6574015|39.811779,2003.0,171670003002003.0,Block 2003,U,83899.0,U,S,2.0,12.0,17.0,167.0,300.0,17167000300.0,Census Tract 3,IL,Sangamon County,Illinois,1989,"SPRINGFIELD,IL,62702-3720","62702-3720, SPRINGFIELD, ILLINOIS",-89.6574015,39.811779,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2138351,164.0,16020.0,"Cape Girardeau, MO-IL","Cape Girardeau, MO-IL Metro Area",M1,-89.183061|37.009323,2055.0,170039578002055.0,Block 2055,R,,,S,8.0,7.0,17.0,3.0,957800.0,17003957800.0,Census Tract 9578,IL,Alexander County,Illinois,1989,"CAIRO,IL,62914-1458","62914-1458, CAIRO, ILLINOIS",-89.183061,37.009323,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2138578,,37900.0,"Peoria, IL","Peoria, IL Metro Area",M1,-90.026838|40.556574,5018.0,170579536005018.0,Block 5018,U,13294.0,U,S,39.0,71.0,17.0,57.0,953600.0,17057953600.0,Census Tract 9536,IL,Fulton County,Illinois,1989,"CANTON,IL,61520-0384","61520-0384, CANTON, ILLINOIS",-90.026838,40.556574,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2138793,,,,,,-87.6910815|39.607803,5005.0,170450704005005.0,Block 5005,U,67483.0,U,S,40.0,70.0,17.0,45.0,70400.0,17045070400.0,Census Tract 704,IL,Edgar County,Illinois,1989,"PARIS,IL,61944-2318","61944-2318, PARIS, ILLINOIS",-87.6910815,39.607803,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2139028,476.0,41180.0,"St. Louis, MO-IL","St. Louis, MO-IL Metro Area",M1,-90.09175|38.8650650000001,3024.0,171194011013024.0,Block 3024,U,1765.0,U,S,21.0,33.0,17.0,119.0,401102.0,17119401102.0,Census Tract 4011.02,IL,Madison County,Illinois,2009,",WOOD RIVER,IL,62095","62095, WOOD RIVER, ILLINOIS",-90.09175,38.8650650000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2139238,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.6204|41.895864,1000.0,170310814011000.0,Block 1000,U,16264.0,U,S,587.0,745.0,17.0,31.0,81401.0,17031081401.0,Census Tract 814.01,IL,Cook County,Illinois,1989,"CHICAGO,IL,60611-2914","60611-2914, CHICAGO, ILLINOIS",-87.6204,41.895864,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2139294,522.0,30660.0,"Lincoln, IL","Lincoln, IL Micro Area",M2,-89.28451|40.00958,3027.0,171079536003027.0,Block 3027,R,,,S,0.0,0.0,17.0,107.0,953600.0,17107953600.0,Census Tract 9536,IL,Logan County,Illinois,1989,"MT PULASKI,IL,62548-9801","62548, MOUNT PULASKI, ILLINOIS",-89.28451,40.00958,Postal,100.0,M,0.0,2024-06-24
EIN-00-2139523,522.0,44100.0,"Springfield, IL","Springfield, IL Metro Area",M1,-89.6535585|39.794589,2005.0,171670019002005.0,Block 2005,U,83899.0,U,S,41.0,41.0,17.0,167.0,1900.0,17167001900.0,Census Tract 19,IL,Sangamon County,Illinois,1989,"SPRINGFIELD,IL,62704-2599","62704-2599, SPRINGFIELD, ILLINOIS",-89.6535585,39.794589,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2139532,,19500.0,"Decatur, IL","Decatur, IL Metro Area",M1,-88.9127595|39.819933,1004.0,171150024021004.0,Block 1004,U,22717.0,U,S,286.0,352.0,17.0,115.0,2402.0,17115002402.0,Census Tract 24.02,IL,Macon County,Illinois,1989,"DECATUR,IL,62521-4412","62521-4412, DECATUR, ILLINOIS",-88.9127595,39.819933,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2139636,,19500.0,"Decatur, IL","Decatur, IL Metro Area",M1,-88.963209|39.834333,1020.0,171150004001020.0,Block 1020,U,22717.0,U,S,30.0,55.0,17.0,115.0,400.0,17115000400.0,Census Tract 4,IL,Macon County,Illinois,1989,"DECATUR,IL,62522-3202","62522-3202, DECATUR, ILLINOIS",-88.963209,39.834333,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2139711,,16580.0,"Champaign-Urbana, IL","Champaign-Urbana, IL Metro Area",M1,-88.2371|40.11346,1014.0,170190003021014.0,Block 1014,U,15211.0,U,S,58.0,79.0,17.0,19.0,302.0,17019000302.0,Census Tract 3.02,IL,Champaign County,Illinois,1989,"CHAMPAIGN,IL,61820-0000","61820, CHAMPAIGN, ILLINOIS",-88.2371,40.11346,Postal,100.0,M,0.0,2024-06-24
EIN-00-2113967,198.0,13340.0,"Bellefontaine, OH","Bellefontaine, OH Micro Area",M2,-83.7573199999999|40.253835,3025.0,390910048003025.0,Block 3025,R,,,S,11.0,19.0,39.0,91.0,4800.0,39091004800.0,Census Tract 48,OH,Logan County,Ohio,1989,"WEST LIBERTY,OH,43357-0000","43357, WEST LIBERTY, OHIO",-83.7573199999999,40.253835,Postal,100.0,M,0.0,2024-06-24
